ID,District,Block,CultLand,CropCultLand,LandPreparationMethod,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,NursDetFactor,TransDetFactor,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,OrgFertilizers,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,CropbasalFerts,BasalDAP,BasalUrea,MineralFertAppMethod,FirstTopDressFert,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,Yield
ID_VJ3EZAOJFLNF,Jamui,Jamui,20,10,WetTillagePuddling TractorPlough BullockPlough,2022-07-10,3,Manual_PuddledRandom,2022-07-17,2022-08-10,3.0,CalendarDate,CalendarDate,5.0,Boring,Electric,600.0,1.0,Ganaura,4.0,,Broadcasting,2,DAP Urea,23.0,23.0,Broadcasting,Urea,16.0,16.0,,,Broadcasting,hand,2022-11-25,250.0,2023-01-27,machine,25,10,plowed_in_soil,0.2272727272727273,400
ID_W8WG9D0EE52O,Nalanda,Rajgir,30,30,TractorPlough,2022-06-12,5,Manual_PuddledRandom,2022-06-14,2022-07-15,1.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,14.0,Boring,Electric,120.0,2.0,Ganaura,600.0,,Broadcasting,2,DAP Urea,8.0,8.0,Broadcasting,Urea,6.0,23.0,,,Broadcasting,hand,2022-11-05,420.0,2022-11-11,hand,22,10,plowed_in_soil,0.25,650
ID_76PJ5JBU3P4F,Nalanda,Noorsarai,30,20,TractorPlough,2022-07-20,5,Manual_PuddledRandom,2022-06-20,2022-07-21,1.0,LabourAvailability SeedAvailability,RainArrival SeedlingAge,,,,,,,,,,1,Urea,,20.0,Broadcasting,,,,,,,hand,2022-11-11,1000.0,2022-11-25,machine,25,10,plowed_in_soil,0.3125,600
ID_GC0HVXERY2QL,Nalanda,Rajgir,36,25,TractorPlough FourWheelTracRotavator,2022-07-14,2,Broadcasting,,2022-07-26,,,,4.0,Boring,Electric,,3.0,Ganaura,8.0,,Broadcasting,3,Urea DAP SSP,4.0,4.0,Broadcasting,DAP Urea,4.0,32.0,4.0,64.0,Broadcasting,hand,2022-12-07,100.0,2023-01-10,machine,26,10,plowed_in_soil,0.125,320
ID_Z8DNY2BHDOYV,Jamui,Khaira,41,30,TractorPlough,2022-07-20,4,Manual_PuddledRandom,2022-06-29,2022-07-26,1.0,LabourAvailability,SeedlingAge IrrigWaterAvailability LaborAvailability RainArrival,3.0,Boring,Electric,500.0,3.0,FYM,,3.0,SoilApplied,3,DAP,22.0,,Broadcasting,Urea,23.0,25.0,21.0,63.0,Broadcasting,hand,2022-12-01,2000.0,2022-12-24,hand,22,10,plowed_in_soil,1.0,2300
ID_IINKJ1KSP2DS,Jamui,Jamui,45,45,WetTillagePuddling TractorPlough BullockPlough,2022-06-29,4,Manual_PuddledRandom,2022-07-02,2022-08-02,3.0,CalendarDate,CalendarDate,4.0,Boring,Electric,200.0,1.0,Ganaura,4.0,,Broadcasting,2,Urea DAP,15.0,10.0,Broadcasting,Urea,15.0,15.0,,,Broadcasting,hand,2022-11-23,500.0,2023-01-25,machine,28,10,plowed_in_soil,0.3636363636363636,480
ID_CF04UUR156XP,Nalanda,Rajgir,130,130,WetTillagePuddling TractorPlough,2022-07-12,5,Manual_PuddledRandom,2022-06-27,2022-07-17,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,7.0,Boring,Electric,210.0,5.0,Ganaura,2.0,,SoilApplied,2,DAP Urea,22.0,7.0,Broadcasting,Urea,30.0,45.0,,,Broadcasting,hand,2022-11-25,1200.0,2022-12-31,machine,24,10,plowed_in_soil,0.46875,885
ID_MBGC17WYKAZO,Vaishali,Chehrakala,15,10,TractorPlough FourWheelTracRotavator,2022-07-22,5,Manual_PuddledRandom,2022-07-05,2022-07-30,1.0,IrrigWaterAvailability,RainArrival IrrigWaterAvailability,4.0,Boring,Diesel,800.0,2.0,,,,,2,DAP Urea,8.0,8.0,Broadcasting,Urea DAP,8.0,8.0,,,Broadcasting,hand,2022-10-21,200.0,2022-10-30,machine,23,10,plowed_in_soil,0.1818181818181818,320
ID_WF24X5O5QGFI,Gaya,Gurua,30,30,FourWheelTracRotavator TractorPlough,2022-06-25,6,Manual_PuddledRandom,2022-06-25,2022-07-21,3.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,,Canal,,,,Ganaura,2.0,,SoilApplied,2,DAP,16.0,,SoilApplied,Urea,4.0,42.0,,,Broadcasting,hand,2022-12-02,400.0,2023-01-03,machine,28,10,plowed_in_soil,0.2962962962962963,655
ID_23RRGFPQKUDB,Vaishali,Mahua,8,8,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-03,4,Manual_PuddledRandom,2022-07-05,2022-08-06,1.0,IrrigWaterAvailability LabourAvailability SeedAvailability,SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,2.0,Boring,Diesel,300.0,2.0,FYM,,2.0,SoilApplied,3,NPK,,,SoilApplied,Urea,4.0,40.0,4.0,75.0,Broadcasting,hand,2022-11-09,300.0,2022-11-23,hand,30,10,plowed_in_soil,0.09090909090909091,200
ID_5UTJ9IOIQRTH,Nalanda,Rajgir,25,25,TractorPlough FourWheelTracRotavator,2022-07-29,4,Manual_PuddledRandom,2022-06-14,2022-08-04,3.0,IrrigWaterAvailability,RainArrival,8.0,Canal,,,3.0,Ganaura,140.0,,Broadcasting,3,DAP Urea,45.0,45.0,Broadcasting,DAP Urea,22.0,22.0,10.0,10.0,SoilApplied,machine,2022-12-12,,2022-12-12,machine,22,40,plowed_in_soil,0.78125,1200
ID_ICKW3TAVF12I,Jamui,Khaira,20,20,TractorPlough,2022-07-28,3,Manual_PuddledRandom,2022-06-29,2022-07-30,3.0,SeedAvailability IrrigWaterAvailability,IrrigWaterAvailability RainArrival SeedlingAge,2.0,Canal,,,10.0,FYM,,2.0,Broadcasting,1,Urea,,12.0,Broadcasting,,,,,,,hand,2022-11-10,100.0,2022-12-29,machine,29,10,plowed_in_soil,0.2272727272727273,400
ID_F8804TA4F3Y4,Jamui,Jamui,15,10,WetTillagePuddling TractorPlough BullockPlough,2022-07-10,4,Manual_PuddledRandom,2022-07-11,2022-07-15,4.0,CalendarDate,CalendarDate,4.0,Boring,Electric,500.0,1.0,Ganaura,5.0,,Broadcasting,2,DAP Urea,22.0,22.0,Broadcasting,Urea,15.0,15.0,,,Broadcasting,hand,2022-11-25,250.0,2023-01-13,machine,26,10,plowed_in_soil,0.2272727272727273,400
ID_74WQWDAO8WGQ,Jamui,Jamui,30,25,WetTillagePuddling TractorPlough BullockPlough,2022-06-29,3,Manual_PuddledRandom,2022-07-27,2022-08-26,3.0,CalendarDate,CalendarDate,5.0,Boring,Electric,400.0,1.0,Ganaura,5.0,,Broadcasting,2,DAP Urea,15.0,15.0,Broadcasting,Urea,7.0,7.0,,,Broadcasting,hand,2022-11-08,300.0,2023-01-27,machine,27,10,plowed_in_soil,0.2727272727272727,450
ID_31VYKDTJRUSR,Nalanda,Noorsarai,25,20,TractorPlough,2022-07-08,5,Manual_PuddledRandom,2022-06-14,2022-07-09,1.0,CalendarDate IrrigWaterAvailability PreMonsoonShowers,LaborAvailability IrrigWaterAvailability RainArrival SeedlingAge,4.0,Boring,Electric,80.0,4.0,,,,,1,Urea,,16.0,Broadcasting,,,,,,,hand,2022-10-10,800.0,2022-10-27,machine,25,10,plowed_in_soil,0.25,500
ID_KE87Y1AA0OE0,Vaishali,Garoul,22,22,TractorPlough,2022-07-14,6,LineSowingAfterTillage,2022-06-04,2022-07-19,,,,20.0,Boring,Diesel,2000.0,2.0,,,,,1,Urea,,44.0,SoilApplied,,,,,,,hand,2022-10-10,1100.0,2022-10-20,hand,22,10,plowed_in_soil,1.0,1980
ID_RCQBDGSCHLXV,Jamui,Jamui,10,10,TractorPlough,2022-07-21,4,Manual_PuddledRandom,2022-06-27,2022-07-22,11.0,PreMonsoonShowers IrrigWaterAvailability,RainArrival SeedlingAge,5.0,Boring,Electric,500.0,2.0,,,,,1,DAP Urea,11.0,11.0,Broadcasting,,,,,,,hand,2023-01-21,480.0,2023-01-23,machine,25,10,plowed_in_soil,0.2727272727272727,470
ID_6E2QH03V26UJ,Jamui,Khaira,10,10,TractorPlough,2022-07-20,3,Manual_PuddledRandom,2022-07-06,2022-07-27,3.0,CalendarDate IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival LaborAvailability,2.0,Canal,,,2.0,FYM,,1.0,SoilApplied,3,DAP,3.0,,Broadcasting,Urea,6.0,22.0,6.0,65.0,Broadcasting,hand,2022-11-05,150.0,2022-12-09,machine,25,10,plowed_in_soil,0.1363636363636364,240
ID_7LWAKDXVPN4S,Vaishali,Mahua,14,7,WetTillagePuddling BullockPlough TractorPlough FourWheelTracRotavator,2022-07-02,5,Manual_PuddledRandom,2022-06-20,2022-07-20,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability,2.0,Boring,Diesel,,,,,,,1,DAP,15.0,,SoilApplied,,,,,,,hand,2022-10-20,450.0,2022-10-20,hand,20,10,plowed_in_soil,0.1363636363636364,300
ID_6E1ZCZXS0M7H,Gaya,Gurua,20,20,TractorPlough FourWheelTracRotavator,2022-07-15,8,Manual_PuddledRandom,2022-06-28,2022-07-20,2.0,CalendarDate IrrigWaterAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,6.0,Boring,Electric,120.0,2.0,Ganaura,1.0,,SoilApplied,3,DAP,9.0,,Broadcasting,Urea,6.0,22.0,6.0,,Broadcasting,hand,2022-11-12,120.0,2022-12-22,machine,25,10,plowed_in_soil,0.2222222222222222,300
ID_OGHFNVHZ23MV,Vaishali,Mahua,6,4,TractorPlough FourWheelTracRotavator,2022-06-25,4,Manual_PuddledRandom,2022-06-02,2022-07-12,2.0,CalendarDate IrrigWaterAvailability,CalendarDate RainArrival SeedlingAge LaborAvailability IrrigWaterAvailability,1.0,Boring,Electric,250.0,2.0,,,,,3,DAP,9.0,,Broadcasting,Urea,9.0,27.0,6.0,65.0,Broadcasting,hand,2022-11-03,600.0,2022-11-18,hand,30,10,plowed_in_soil,0.1363636363636364,210
ID_D4MI9ZKAACLT,Nalanda,Rajgir,40,32,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-25,3,Manual_PuddledRandom,2022-06-23,2022-07-27,2.0,IrrigWaterAvailability SeedAvailability CalendarDate,SeedlingAge IrrigWaterAvailability,10.0,Boring,Electric,300.0,,,,,,2,DAP Urea,20.0,15.0,Broadcasting,Urea,20.0,40.0,,,Broadcasting,hand,2022-11-10,225.0,2022-12-07,hand,30,10,plowed_in_soil,0.375,750
ID_SOEKZ09T3YDK,Nalanda,Rajgir,34,30,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-13,6,Manual_PuddledRandom,2022-06-25,2022-07-14,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,3.0,Boring,Electric,100.0,4.0,Ganaura,3.0,,SoilApplied,2,DAP,8.0,,SoilApplied,DAP Urea,16.0,16.0,,,Broadcasting,hand,2022-12-08,600.0,2023-01-28,machine,25,10,plowed_in_soil,0.25,800
ID_HTEKMFOGSTNR,Vaishali,Mahua,4,2,WetTillagePuddling,2022-07-14,5,Manual_PuddledRandom,2022-07-17,2022-08-18,2.0,IrrigWaterAvailability,IrrigWaterAvailability,2.0,Boring,Diesel,400.0,2.0,,,,,3,DAP,4.0,,SoilApplied,Urea,4.0,30.0,4.0,70.0,Broadcasting,hand,2022-11-15,300.0,2022-11-24,hand,30,10,plowed_in_soil,0.09090909090909091,150
ID_QR318153RRW7,Vaishali,Chehrakala,10,4,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-20,4,Manual_PuddledRandom,2022-06-29,2022-08-01,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate RainArrival SeedlingAge IrrigWaterAvailability LaborAvailability,2.0,Boring,Electric,200.0,2.0,,,,,2,DAP,4.0,,Broadcasting,Urea,8.0,29.0,,,Broadcasting,hand,2022-10-11,300.0,2022-10-25,hand,25,10,plowed_in_soil,0.1363636363636364,250
ID_WBRXEVI3OCVV,Vaishali,Chehrakala,16,16,WetTillagePuddling FourWheelTracRotavator TractorPlough,2022-07-16,2,Manual_PuddledRandom,2022-07-26,2022-08-15,1.0,CalendarDate IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate RainArrival IrrigWaterAvailability LaborAvailability,4.0,Boring,Electric,800.0,2.0,Ganaura,1.0,,SoilApplied,3,DAP Urea,8.0,8.0,Broadcasting,Urea,8.0,15.0,8.0,30.0,Broadcasting,hand,2022-10-26,600.0,2022-10-31,machine,28,10,plowed_in_soil,0.1818181818181818,250
ID_9UE156472Q4B,Nalanda,Rajgir,65,55,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-14,6,Manual_PuddledRandom,2022-06-27,2022-07-27,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,8.0,Boring,Electric,240.0,4.0,FYM Ganaura,5.0,5.0,SoilApplied,2,DAP,15.0,,SoilApplied,DAP Urea,30.0,30.0,,,Broadcasting,hand,2022-11-23,900.0,2023-01-06,machine,25,10,plowed_in_soil,0.46875,1300
ID_Z04SN7DZ73LC,Jamui,Khaira,25,15,TractorPlough,2022-07-21,5,Manual_PuddledRandom,2022-07-03,2022-07-27,4.0,CalendarDate SeedAvailability LabourAvailability,CalendarDate SeedlingAge IrrigWaterAvailability RainArrival,2.0,Canal,Electric,150.0,3.0,Ganaura,1.0,,SoilApplied,3,DAP,3.0,,Broadcasting,Urea,4.0,22.0,6.0,60.0,Broadcasting,hand,2022-11-05,150.0,2022-12-08,hand,28,10,plowed_in_soil,0.1363636363636364,270
ID_9XXELS07Q7Z5,Nalanda,Rajgir,20,20,WetTillagePuddling FourWheelTracRotavator TractorPlough,2022-07-16,2,LineSowingAfterTillage,2022-06-02,2022-07-17,,,,2.0,Boring,Electric,125.0,8.0,,,,,2,DAP Urea,5.0,10.0,Broadcasting,Urea,5.0,45.0,,,Broadcasting,hand,2022-11-05,600.0,2022-11-29,machine,25,10,plowed_in_soil,0.15625,250
ID_EVI4AELZ4YWH,Vaishali,Mahua,10,8,TractorPlough FourWheelTracRotavator,2022-06-10,5,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,CalendarDate LabourAvailability IrrigWaterAvailability SeedAvailability,SeedlingAge CalendarDate IrrigWaterAvailability LaborAvailability,1.0,Boring,Diesel,200.0,2.0,FYM,,1.0,Broadcasting,3,DAP,2.0,,Broadcasting,Urea,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-26,400.0,2022-10-27,hand,30,10,plowed_in_soil,0.09090909090909091,4
ID_Z04OXO45B8XF,Jamui,Khaira,12,12,TractorPlough,2022-07-22,3,Manual_PuddledRandom,2022-06-29,2022-07-25,3.0,SeedAvailability IrrigWaterAvailability,IrrigWaterAvailability RainArrival SeedlingAge,1.0,Canal,,,9.0,,,,,1,DAP Urea,5.0,7.0,Broadcasting,,,,,,,hand,2022-11-16,100.0,2023-01-03,machine,25,10,plowed_in_soil,0.1363636363636364,250
ID_LRJMH1RZYIYA,Nalanda,Rajgir,30,30,TractorPlough FourWheelTracRotavator,2022-07-11,6,Manual_PuddledRandom,2022-06-19,2022-07-13,1.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,3.0,Boring,Electric,150.0,2.0,,,,,2,DAP,9.0,,Broadcasting,Urea,10.0,26.0,,,Broadcasting,hand,2022-12-09,420.0,2023-03-11,machine,25,10,plowed_in_soil,0.1875,420
ID_QATEKIR1EPTL,Jamui,Jamui,25,20,WetTillagePuddling TractorPlough BullockPlough,2022-07-10,3,Manual_PuddledRandom,2022-07-22,2022-08-15,3.0,CalendarDate,CalendarDate,13.0,Boring,Electric,1500.0,1.0,Ganaura,4.0,,Broadcasting,2,DAP Urea,20.0,20.0,Broadcasting,Urea,15.0,15.0,,,Broadcasting,hand,2022-11-10,750.0,2023-01-11,machine,27,10,plowed_in_soil,0.6818181818181818,1200
ID_HLRPIJIIMCYE,Nalanda,Noorsarai,70,15,WetTillagePuddling,2022-07-19,5,Manual_PuddledRandom,2022-06-28,2022-07-20,2.0,CalendarDate IrrigWaterAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,4.0,Boring,Electric,200.0,1.0,,,,,2,Urea,,20.0,Broadcasting,Urea,10.0,20.0,,,Broadcasting,machine,2022-11-11,,2022-11-11,machine,30,40,plowed_in_soil,0.3125,600
ID_RV2RP6W3W9ZJ,Jamui,Jamui,20,15,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-05,5,Manual_PuddledRandom,2022-07-10,2022-08-15,4.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability,CalendarDate SeedlingAge RainArrival,8.0,Boring,Electric,800.0,1.0,Ganaura,4.0,,Broadcasting,2,DAP Urea,10.0,10.0,Broadcasting,Urea,10.0,10.0,,,Broadcasting,hand,2022-10-25,800.0,2023-01-19,machine,26,10,plowed_in_soil,0.4545454545454545,800
ID_JA61OBECS9T7,Nalanda,Noorsarai,50,50,TractorPlough FourWheelTracRotavator,2022-07-08,4,Manual_PuddledRandom,2022-06-20,2022-07-12,1.0,CalendarDate IrrigWaterAvailability SeedAvailability,CalendarDate SeedlingAge IrrigWaterAvailability,8.0,Boring,Electric,400.0,4.0,,,,,2,Urea,,20.0,Broadcasting,Urea,50.0,30.0,,,Broadcasting,hand,2022-11-07,1000.0,2023-01-17,machine,25,10,plowed_in_soil,0.625,1500
ID_ATW1OXHY48NQ,Nalanda,Rajgir,70,70,WetTillagePuddling TractorPlough,2022-07-17,5,Manual_PuddledRandom,2022-06-08,2022-07-19,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,5.0,Boring,Electric,150.0,4.0,Ganaura,1.0,,SoilApplied,2,DAP Urea,20.0,5.0,Broadcasting,Urea,20.0,45.0,,,Broadcasting,hand,2022-11-12,900.0,2022-12-21,machine,23,10,plowed_in_soil,0.3125,750
ID_4ZUV3RM12B5B,Nalanda,Noorsarai,40,30,TractorPlough,2022-07-04,5,Manual_PuddledRandom,2022-06-14,2022-07-15,1.0,IrrigWaterAvailability SeedAvailability,RainArrival CalendarDate,5.0,Boring,Electric,60.0,4.0,,,,,1,Urea,,20.0,Broadcasting,,,,,,,hand,2022-10-16,900.0,2022-10-26,hand,25,10,plowed_in_soil,0.3125,900
ID_E2H64TRRV1D6,Nalanda,Noorsarai,55,55,TractorPlough FourWheelTracRotavator,2022-07-05,4,Manual_PuddledRandom,2022-06-21,2022-07-10,1.0,CalendarDate IrrigWaterAvailability SeedAvailability,CalendarDate SeedlingAge IrrigWaterAvailability,4.0,Boring,Electric,200.0,4.0,,,,,2,Urea,,10.0,Broadcasting,Urea,20.0,32.0,,,Broadcasting,hand,2022-10-28,500.0,2022-12-29,machine,24,10,plowed_in_soil,0.3125,750
ID_5R5GLDFONIRT,Vaishali,Mahua,13,8,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough,2022-07-07,5,Manual_PuddledRandom,2022-07-15,2022-07-25,2.0,CalendarDate LabourAvailability PreMonsoonShowers IrrigWaterAvailability,CalendarDate RainArrival SeedlingAge IrrigWaterAvailability,3.0,Boring,Diesel,150.0,2.0,FYM,,5.0,SoilApplied,1,DAP,15.0,,SoilApplied,,,,,,,hand,2022-10-15,150.0,2022-10-20,hand,28,10,plowed_in_soil,0.1363636363636364,300
ID_0ZY28VAKXUTG,Vaishali,Chehrakala,10,10,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-28,2,Manual_PuddledRandom,2022-06-21,2022-08-28,1.0,CalendarDate SeedAvailability,CalendarDate RainArrival,,,,,,Ganaura,2.0,,SoilApplied,3,DAP Urea,20.0,20.0,Broadcasting,Urea,20.0,15.0,20.0,30.0,Broadcasting,hand,2022-11-02,300.0,2022-11-10,hand,26,10,plowed_in_soil,0.4545454545454545,600
ID_XSEPC56SIRQC,Jamui,Jamui,73,73,TractorPlough BullockPlough,2022-07-22,4,Manual_PuddledRandom,2022-06-19,2022-07-25,4.0,CalendarDate IrrigWaterAvailability,RainArrival CalendarDate,4.0,Boring,Electric,,3.0,Ganaura,4.0,,Broadcasting,3,,,,Broadcasting,DAP Urea,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-27,85.0,2023-01-14,hand,30,10,plowed_in_soil,0.3636363636363636,640
ID_MV66OIJZS1XB,Nalanda,Rajgir,80,80,WetTillagePuddling TractorPlough,2022-07-12,5,Manual_PuddledRandom,2022-06-09,2022-07-16,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,8.0,Boring,Electric,240.0,4.0,Ganaura,2.0,,SoilApplied,2,DAP Urea,20.0,15.0,Broadcasting,Urea,30.0,40.0,,,Broadcasting,hand,2022-11-26,1200.0,2022-12-30,machine,24,10,plowed_in_soil,0.46875,835
ID_9RRD1DTNE7T0,Vaishali,Mahua,20,10,TractorPlough FourWheelTracRotavator,2022-06-11,5,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge IrrigWaterAvailability LaborAvailability,1.0,Boring,Diesel,200.0,1.0,FYM,,1.0,Broadcasting,3,DAP,3.0,,Broadcasting,Urea,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-19,400.0,2022-10-28,hand,30,10,plowed_in_soil,0.09090909090909091,4
ID_SH0Z14U8VMB0,Nalanda,Rajgir,30,30,TractorPlough,2022-06-13,6,Manual_PuddledRandom,2022-06-15,2022-07-13,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,6.0,Boring,Electric,120.0,1.0,Ganaura,500.0,,Broadcasting,2,DAP Urea,5.0,5.0,Broadcasting,Urea,6.0,23.0,,,Broadcasting,hand,2022-11-05,300.0,2022-11-11,hand,22,10,plowed_in_soil,0.1875,380
ID_M7NL5U683BOC,Gaya,Gurua,10,10,TractorPlough FourWheelTracRotavator,2022-07-18,5,Manual_PuddledRandom,2022-06-22,2022-07-22,2.0,CalendarDate IrrigWaterAvailability,CalendarDate RainArrival,6.0,Boring,Electric,150.0,2.0,,,,,2,DAP,10.0,,Broadcasting,Urea,10.0,36.0,,,Broadcasting,hand,2022-11-18,120.0,2022-12-15,hand,30,10,plowed_in_soil,0.3703703703703703,800
ID_4WFGZS9QR1NJ,Gaya,Wazirganj,24,22,WetTillagePuddling FourWheelTracRotavator,2022-07-01,4,Manual_PuddledRandom,2022-06-25,2022-07-22,1.0,PreMonsoonShowers,SeedlingAge,2.0,Boring,Electric,20.0,2.0,Ganaura,2.0,,SoilApplied,2,DAP Urea,2.0,2.0,Broadcasting,Urea,2.0,21.0,,,Broadcasting,hand,2022-10-22,400.0,2022-11-25,machine,25,10,plowed_in_soil,0.1481481481481481,320
ID_8B3C34MD295O,Vaishali,Mahua,5,2,FourWheelTracRotavator TractorPlough,2022-07-17,3,Manual_PuddledRandom,2022-06-09,2022-07-22,1.0,CalendarDate SeedAvailability IrrigWaterAvailability,IrrigWaterAvailability CalendarDate,1.0,Boring,Electric,300.0,1.0,FYM,,1.0,Broadcasting,2,Urea DAP,4.0,4.0,Broadcasting,Urea,4.0,30.0,,,Broadcasting,hand,2022-11-01,200.0,2022-11-14,hand,30,10,plowed_in_soil,0.09090909090909091,170
ID_EJ87O2S2VZZS,Jamui,Jamui,13,13,TractorPlough BullockPlough,2022-07-27,4,Manual_PuddledRandom,2022-07-03,2022-08-01,4.0,CalendarDate,CalendarDate SeedlingAge,2.0,Boring,Electric,500.0,,Ganaura,2.0,,Broadcasting,2,,,,Broadcasting,DAP Urea,2.0,1.0,,,Broadcasting,hand,2022-11-24,90.0,2023-02-17,hand,28,10,plowed_in_soil,0.2272727272727273,350
ID_N6GTCT1FMD1F,Vaishali,Chehrakala,20,15,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-26,4,Manual_PuddledRandom,2022-07-10,2022-08-06,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate RainArrival SeedlingAge IrrigWaterAvailability LaborAvailability,4.0,Boring,Electric,400.0,2.0,FYM,,3.0,Broadcasting,2,DAP,8.0,,Broadcasting,Urea,12.0,30.0,,,Broadcasting,hand,2022-11-12,600.0,2022-11-19,hand,30,10,plowed_in_soil,0.1818181818181818,320
ID_EB3663FJ0LL7,Jamui,Jamui,40,40,WetTillagePuddling TractorPlough BullockPlough,2022-07-08,4,Manual_PuddledRandom,2022-07-21,2022-08-02,4.0,CalendarDate,CalendarDate,8.0,Boring,Electric,3000.0,1.0,Ganaura,4.0,,Broadcasting,2,DAP Urea,10.0,10.0,Broadcasting,DAP,,,,,Broadcasting,hand,2022-11-04,700.0,2023-02-11,machine,27,10,plowed_in_soil,0.4090909090909091,5400
ID_70E0NXXPWS5B,Jamui,Khaira,22,20,TractorPlough,2022-07-20,3,Manual_PuddledRandom,2022-07-05,2022-07-28,4.0,CalendarDate SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,2.0,Canal,,,3.0,Ganaura,1.0,,SoilApplied,3,DAP,3.0,,Broadcasting,Urea,6.0,25.0,6.0,62.0,Broadcasting,hand,2022-11-10,200.0,2022-12-08,machine,28,10,plowed_in_soil,0.1363636363636364,270
ID_A8OKLIXAIEJ1,Jamui,Jamui,90,90,TractorPlough,2022-07-31,4,Manual_PuddledRandom,2022-06-27,2022-08-06,13.0,PreMonsoonShowers IrrigWaterAvailability,SeedlingAge RainArrival,6.0,Boring,Electric,600.0,3.0,,,,,2,Urea DAP,13.0,13.0,Broadcasting,Urea,13.0,2.0,,,Broadcasting,hand,2022-11-22,600.0,2022-12-28,machine,27,10,plowed_in_soil,0.2727272727272727,480
ID_O9BL1CM6UE7M,Jamui,Jamui,40,40,TractorPlough BullockPlough,2022-07-22,4,Manual_PuddledRandom,2022-06-17,2022-07-26,4.0,CalendarDate IrrigWaterAvailability,CalendarDate RainArrival,11.0,Boring,Electric,1100.0,4.0,Ganaura,6.0,,Broadcasting,3,,,,Broadcasting,DAP Urea,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-25,90.0,2023-02-04,hand,29,10,plowed_in_soil,0.5,770
