District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,Yield
Nalanda,Rajgir,35.0,35.0,2022-07-28,5.0,Manual_PuddledRandom,2022-07-10,2022-07-30,2.0,6.0,Boring,Electric,150.0,5.0,100.0,1.0,SoilApplied,2.0,12.0,12.0,Broadcasting,25.0,45.0,48.0,50.0,Broadcasting,hand,2022-11-25,1200.0,2022-12-19,machine,26.0,10.0,plowed_in_soil,0.375,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,720
Nalanda,Rajgir,30.0,29.0,2022-07-17,7.0,Manual_PuddledLine,2022-06-16,2022-07-22,2.0,10.0,Boring,Electric,200.0,2.0,600.0,600.0,Broadcasting,2.0,8.0,12.0,Broadcasting,10.0,21.0,10.0,62.0,Broadcasting,hand,2022-11-08,450.0,2022-11-19,hand,22.0,10.0,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,400
Gaya,Wazirganj,40.0,30.0,2022-07-05,5.0,Manual_PuddledRandom,2022-07-01,2022-07-30,2.0,8.0,Rainfed,Electric,100.0,3.0,4.0,3.0,SoilApplied,2.0,10.0,10.0,Broadcasting,15.0,45.0,4.0,60.0,Broadcasting,hand,2022-11-10,500.0,2022-11-25,hand,20.0,10.0,plowed_in_soil,0.3703703703703703,True,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,800
Gaya,Wazirganj,11.0,10.0,2022-07-05,4.0,Manual_PuddledRandom,2022-06-23,2022-07-21,2.0,4.0,Boring,Electric,98.0,6.0,3.0,300.0,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,31.0,3.0,45.0,Broadcasting,hand,2022-10-25,200.0,2022-12-07,machine,25.0,10.0,plowed_in_soil,0.1111111111111111,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,256
Jamui,Jamui,5.0,5.0,2022-08-12,4.0,Manual_PuddledRandom,2022-07-20,2022-08-16,4.0,2.0,Boring,Electric,200.0,3.0,1.0,1.0,SoilApplied,1.0,4.0,4.0,Broadcasting,5.0,28.0,6.0,60.0,placeholder,hand,2022-11-20,400.0,2023-01-25,machine,27.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,placeholder,False,False,False,False,False,False,False,False,True,False,placeholder,placeholder,placeholder,320
Nalanda,Rajgir,40.0,40.0,2022-07-11,5.0,Manual_PuddledRandom,2022-06-28,2022-07-13,2.0,5.0,Boring,Electric,150.0,5.0,1.0,3.3125,SoilApplied,2.0,15.0,15.0,Broadcasting,10.0,45.0,10.0,85.1,Broadcasting,hand,2022-11-19,900.0,2022-12-02,machine,25.0,10.0,plowed_in_soil,0.3125,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1000
Gaya,Wazirganj,30.0,25.0,2022-07-02,4.0,Manual_PuddledRandom,2022-06-20,2022-07-17,2.0,3.0,Boring,Electric,60.0,4.0,4.0,10.0,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,24.0,2.0,76.0,Broadcasting,hand,2022-10-28,400.0,2023-02-19,machine,25.0,10.0,plowed_in_soil,0.1481481481481481,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,320
Nalanda,Rajgir,8.0,8.0,2022-07-19,4.0,Manual_PuddledLine,2022-06-17,2022-07-22,2.0,3.0,Rainfed,placeholder,150.0,3.0,50.0,25.0,SoilApplied,2.0,10.0,10.0,Broadcasting,10.0,10.0,5.0,50.0,RootApplication,hand,2022-12-15,200.0,2022-12-22,hand,5.0,10.0,plowed_in_soil,0.15625,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2500
Jamui,Jamui,4.0,4.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-23,2022-07-29,10.0,5.0,Boring,Electric,500.0,2.0,30.0,2.0,placeholder,2.0,10.0,10.0,Broadcasting,10.0,30.0,20.0,50.0,Broadcasting,hand,2022-11-18,400.0,2022-12-24,machine,29.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,placeholder,False,placeholder,placeholder,False,False,False,False,False,True,False,False,False,True,320
Nalanda,Noorsarai,25.0,20.0,2022-07-02,5.0,Manual_PuddledRandom,2022-06-10,2022-07-04,1.0,4.0,Boring,Electric,90.0,5.0,670.0125,20.0,Broadcasting,1.0,18.0,18.0,Broadcasting,14.0,27.0,9.0,55.0,placeholder,hand,2022-10-10,560.0,2022-10-25,machine,20.0,10.0,plowed_in_soil,0.28125,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,placeholder,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder,500
Nalanda,Rajgir,30.0,30.0,2022-07-10,5.0,Manual_PuddledRandom,2022-06-27,2022-07-11,2.0,4.0,Canal,Electric,200.0,7.0,1.0,2814.0,Broadcasting,2.0,8.0,16.0,Broadcasting,8.0,40.0,,,Broadcasting,hand,2022-11-01,600.0,2022-11-30,machine,25.0,10.0,plowed_in_soil,0.25,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,416
Nalanda,Rajgir,38.0,28.0,2022-07-10,2.0,Broadcasting,placeholder,2022-07-15,1.0,4.0,Boring,Electric,200.0,3.0,5.0,16.0,Broadcasting,3.0,8.0,8.0,Broadcasting,8.0,28.0,8.0,56.0,Broadcasting,machine,2022-12-10,90.0,2022-12-10,hand,25.0,40.0,plowed_in_soil,0.25,True,False,True,False,True,False,placeholder,placeholder,True,placeholder,True,placeholder,False,False,False,False,False,False,False,False,True,True,False,False,False,True,642
Vaishali,Chehrakala,10.0,10.0,2022-07-17,2.0,Manual_PuddledRandom,2022-07-25,2022-08-17,1.0,4.0,Boring,Electric,800.0,2.0,1.0,2.0,SoilApplied,3.0,10.0,10.0,Broadcasting,12.0,12.0,12.0,35.0,Broadcasting,hand,2022-10-31,1200.0,2022-11-06,machine,26.0,10.0,plowed_in_soil,0.2727272727272727,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,360
Jamui,Jamui,20.0,15.0,2022-07-03,3.0,Manual_PuddledRandom,2022-07-13,2022-08-31,3.0,4.0,Boring,Electric,400.0,1.0,4.0,4.0,Broadcasting,2.0,22.0,22.0,Broadcasting,15.0,15.0,20.0,60.0,Broadcasting,hand,2022-11-17,300.0,2023-02-15,machine,26.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,480
Nalanda,Noorsarai,40.0,40.0,2022-07-07,4.0,Manual_PuddledRandom,2022-06-21,2022-07-12,1.0,12.0,Boring,Electric,600.0,3.0,28.0075,2200.0,placeholder,2.0,20.0,30.0,Broadcasting,60.0,32.0,60.0,32.0,Broadcasting,hand,2022-10-24,1500.0,2022-12-28,machine,23.0,10.0,plowed_in_soil,0.9375,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2100
Nalanda,Rajgir,36.0,25.0,2022-07-15,2.0,Broadcasting,placeholder,2022-07-22,1.0,4.0,Boring,Electric,80.0,4.0,6.053645454545364,8.0,SoilApplied,3.0,4.0,4.0,Broadcasting,4.0,30.0,4.0,62.0,Broadcasting,hand,2022-12-14,100.0,2023-01-26,hand,25.0,10.0,plowed_in_soil,0.125,True,False,True,False,placeholder,placeholder,placeholder,True,True,placeholder,False,placeholder,False,False,False,False,False,False,False,False,True,True,False,False,False,True,321
Nalanda,Rajgir,100.0,100.0,2022-07-07,5.0,Manual_PuddledRandom,2022-07-21,2022-08-19,2.0,7.0,Boring,Electric,210.0,5.0,2.0,2.0,SoilApplied,2.0,21.0,15.0,Broadcasting,20.0,45.0,40.0,10.0,Broadcasting,hand,2022-11-03,1200.0,2022-12-24,machine,24.0,10.0,plowed_in_soil,0.46875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,890
Jamui,Khaira,28.0,13.0,2022-07-22,4.0,Manual_PuddledLine,2022-07-02,2022-08-02,1.0,3.0,Boring,Diesel,350.0,2.0,4.0,2.0,SoilApplied,3.0,12.0,25.0,Broadcasting,12.0,25.0,14.0,65.0,Broadcasting,hand,2022-12-01,1200.0,2022-12-15,hand,21.0,10.0,plowed_in_soil,0.5909090909090909,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1400
Nalanda,Rajgir,50.0,40.0,2022-07-16,3.0,Manual_PuddledRandom,2022-06-19,2022-07-18,1.0,8.0,Boring,Electric,160.0,12.0,10.0,2.0,placeholder,2.0,15.0,15.0,Broadcasting,12.0,42.0,7.0,51.0,Broadcasting,machine,2022-11-18,90.0,2022-11-18,machine,28.0,40.0,plowed_in_soil,0.25,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,480
Vaishali,Chehrakala,1.0,1.0,2022-06-30,2.0,Manual_PuddledRandom,2022-07-27,2022-08-19,2.0,1.0,Boring,Electric,200.0,2.0,1.0,1.0,SoilApplied,3.0,2.0,2.0,Broadcasting,2.0,15.0,2.0,30.0,Broadcasting,hand,2022-11-01,300.0,2022-11-08,hand,27.0,10.0,plowed_in_soil,0.0454545454545454,False,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,65
Vaishali,Mahua,20.0,6.0,2022-06-05,5.0,Manual_PuddledRandom,2022-06-07,2022-07-18,2.0,2.0,Boring,Diesel,400.0,2.0,250.0,1.0,Broadcasting,3.0,1.0,36.0,Broadcasting,4.0,45.0,4.0,1.0,Broadcasting,hand,2022-10-13,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
Vaishali,Mahua,22.0,15.0,2022-07-06,6.0,Manual_PuddledRandom,2022-07-01,2022-07-25,2.0,3.0,Boring,Diesel,500.0,5.0,6.0,5.0,SoilApplied,2.0,20.0,15.0,SoilApplied,15.0,35.0,10.0,70.0,SoilApplied,hand,2022-10-15,500.0,2022-10-20,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,placeholder,False,False,False,False,True,False,False,False,True,650
Vaishali,Chehrakala,13.0,13.0,2022-07-15,4.0,Manual_PuddledRandom,2022-07-26,2022-08-18,2.0,3.0,Boring,Diesel,400.0,3.0,2.0,2.0,SoilApplied,2.0,5.0,5.0,Broadcasting,5.0,15.0,9.0,32.0,Broadcasting,hand,2022-10-20,900.0,2022-10-30,machine,26.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,180
Vaishali,Mahua,8.0,8.0,2022-06-24,4.0,Manual_PuddledRandom,2022-06-26,2022-08-02,1.0,1.0,Boring,Electric,230.0,2.0,2.0,2.0,SoilApplied,3.0,9.0,10.0,Broadcasting,9.0,27.0,6.0,62.0,Broadcasting,hand,2022-11-02,600.0,2022-11-17,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,240
Vaishali,Chehrakala,12.0,5.0,2022-07-15,6.0,Manual_PuddledRandom,2022-07-08,2022-08-02,1.0,2.0,Boring,Diesel,400.0,2.0,5045552556.0,1.0,SoilApplied,1.0,8.0,40.0,Broadcasting,8.0,8.0,8.0,8.0,Residue_length,hand,2022-10-20,200.0,2022-10-25,hand,25.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,placeholder,placeholder,placeholder,placeholder,150
Jamui,Jamui,5.0,5.0,2022-07-30,4.0,Manual_PuddledRandom,2022-06-20,2022-08-03,4.0,2.0,Boring,Electric,500.0,3.0,3.0,5.0,Broadcasting,3.0,5.0,5.0,Broadcasting,2.0,30.0,2.0,60.0,Broadcasting,hand,2022-11-29,90.0,2023-01-22,hand,28.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,True,300
Nalanda,Noorsarai,20.0,20.0,2022-07-16,4.0,Manual_PuddledRandom,2022-06-26,2022-07-24,2.0,4.0,Boring,Electric,380.0,8.0,20.0,3.0,placeholder,1.0,20.0,20.0,Broadcasting,50.0,16.0,24.0,80.0,placeholder,hand,2022-11-09,800.0,2023-01-11,machine,24.0,10.0,plowed_in_soil,0.25,True,False,True,False,True,False,False,False,True,False,False,False,placeholder,False,placeholder,placeholder,False,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder,600
Nalanda,Rajgir,30.0,30.0,2022-07-09,5.0,Manual_PuddledRandom,2022-06-16,2022-07-15,2.0,6.0,Boring,Electric,180.0,5.0,1.0,1.0,SoilApplied,2.0,22.0,11.0,Broadcasting,22.0,45.0,24.0,30.0,Broadcasting,hand,2022-10-30,960.0,2022-12-28,machine,25.0,10.0,plowed_in_soil,0.34375,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,775
Jamui,Jamui,55.0,55.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-19,2022-07-26,4.0,5.0,Boring,Electric,1000.0,3.0,6.0,9.0,Broadcasting,3.0,2.0,100.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-24,90.0,2023-01-22,hand,30.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,True,750
Jamui,Jamui,15.0,15.0,2022-07-07,2.0,Manual_PuddledRandom,2022-07-13,2022-08-02,3.0,8.0,Boring,Electric,3000.0,1.0,3.0,40.0,Broadcasting,2.0,10.0,10.0,Broadcasting,10.0,20.0,10.0,60.81581859230932,Broadcasting,hand,2022-11-18,300.0,2023-01-28,machine,26.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,4000
Nalanda,Rajgir,50.0,50.0,2022-07-14,5.0,Manual_PuddledRandom,2022-06-01,2022-07-15,2.0,7.0,Boring,Electric,375.0,9.0,6.0,3.0,Broadcasting,2.0,15.0,30.0,Broadcasting,15.0,45.0,37151318431234.0,75.46845279345423,Broadcasting,hand,2022-11-18,1800.0,2022-12-13,machine,25.0,10.0,plowed_in_soil,0.46875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,750
Nalanda,Rajgir,5.0,5.0,2022-07-17,6.0,LineSowingAfterTillage,2022-07-02,2022-07-19,2.0,5.0,Boring,Electric,125.0,4.0,5.0,10.0,SoilApplied,2.0,5.0,10.0,Broadcasting,10.0,25.0,5.8,78.0,Broadcasting,hand,2022-11-26,125.0,2022-12-12,machine,25.0,10.0,plowed_in_soil,0.15625,True,False,True,True,placeholder,placeholder,placeholder,placeholder,True,placeholder,placeholder,placeholder,False,False,placeholder,False,placeholder,False,False,False,False,True,False,False,False,True,200
Gaya,Gurua,30.0,30.0,2022-07-26,5.0,Manual_PuddledRandom,2022-06-24,2022-07-30,3.0,6.0,Boring,Electric,150.0,3.0,1.0,50.0,SoilApplied,3.0,10.0,125.0,Broadcasting,10.0,2.0,5.0,60.0,Broadcasting,hand,2022-11-16,120.0,2022-12-31,machine,28.0,10.0,plowed_in_soil,0.3703703703703703,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,760
Vaishali,Mahua,5.0,5.0,2022-06-23,4.0,Manual_PuddledRandom,2022-06-01,2022-07-07,2.0,3.0,Boring,Electric,450.0,1.0,1.0,3.0,SoilApplied,3.0,15.0,8.0,Broadcasting,15.0,25.0,10.0,65.0,Broadcasting,hand,2022-11-02,1000.0,2022-11-17,machine,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,placeholder,False,False,False,False,False,False,False,False,False,True,400
Jamui,Jamui,8.0,8.0,2022-08-12,4.0,Manual_PuddledRandom,2022-07-24,2022-08-14,14.0,7.0,Boring,Electric,700.0,2.0,7.0,28.0,placeholder,1.0,14.0,14.0,Broadcasting,7.0,30.0,8.0,35.0,placeholder,hand,2022-11-07,500.0,2023-01-21,machine,28.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,True,False,False,False,True,True,placeholder,False,False,placeholder,False,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder,400
Nalanda,Rajgir,30.0,30.0,2022-07-09,5.0,LineSowingAfterTillage,2022-06-25,2022-07-10,3.0,4.0,Boring,Electric,200.0,9.0,1.0,9.0,Broadcasting,2.0,8.0,16.0,Broadcasting,8.0,39.0,8.0,61.0,Broadcasting,hand,2022-11-09,700.0,2022-12-22,machine,25.0,10.0,plowed_in_soil,0.25,True,False,True,True,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,True,False,False,placeholder,False,False,False,False,False,True,False,False,False,True,400
Gaya,Wazirganj,40.0,35.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-30,2022-07-23,3.0,4.0,Boring,Electric,50.0,3.0,3.0,4.0,SoilApplied,2.0,5.0,5.0,Broadcasting,10.0,25.0,3.0,35.0,Broadcasting,hand,2022-11-05,100.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.2222222222222222,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,500
Nalanda,Rajgir,50.0,50.0,2022-07-12,6.0,Manual_PuddledRandom,2022-06-25,2022-07-14,1.0,5.0,Boring,Electric,150.0,2.0,15.0,15.0,SoilApplied,2.0,9.0,,Broadcasting,10.0,26.0,10.0,591443291236.0,Broadcasting,hand,2022-12-13,420.0,2023-03-10,machine,25.0,10.0,plowed_in_soil,0.1875,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,420
Nalanda,Rajgir,50.0,35.0,2022-07-15,6.0,Manual_PuddledRandom,2022-06-24,2022-07-17,1.0,2.0,Boring,Electric,50.0,2.0,5.0,45.0,SoilApplied,2.0,4.0,10.0,Broadcasting,5.0,22.0,5.0,56.0,Broadcasting,hand,2022-11-26,200.0,2023-02-15,machine,25.0,10.0,plowed_in_soil,0.09375,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,220
Jamui,Khaira,50.0,45.0,2022-07-20,3.0,Manual_PuddledRandom,2022-06-30,2022-07-26,3.0,2.0,Canal,Electric,200.0,6.0,50.0,1.0,SoilApplied,3.0,7.0,0.31818181818181,Broadcasting,10.0,28.0,7.0,62.0,Broadcasting,hand,2022-11-09,200.0,2022-12-10,machine,28.0,10.0,plowed_in_soil,0.3181818181818182,False,False,True,False,False,True,False,True,True,True,True,True,placeholder,False,False,False,placeholder,False,False,False,False,False,False,False,False,True,560
Gaya,Wazirganj,26.0,24.0,2022-07-02,4.0,Manual_PuddledRandom,2022-06-21,2022-07-20,1.0,4.0,Boring,Electric,88.0,4.0,4.0,4.0452707273,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,23.0,6.0,65.0,Broadcasting,hand,2022-10-27,400.0,2022-11-18,machine,26.0,10.0,plowed_in_soil,0.1481481481481481,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,300
Vaishali,Mahua,10.0,10.0,2022-07-12,4.0,Manual_PuddledRandom,2022-06-09,2022-07-17,1.0,6.0,Boring,Electric,1000.0,2.0,100.0,2.0,SoilApplied,3.0,20.0,20.0,Broadcasting,20.0,20.0,20.0,45.0,Broadcasting,hand,2022-11-05,1000.0,2022-11-15,hand,30.0,10.0,plowed_in_soil,0.4545454545454545,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,700
Nalanda,Rajgir,30.0,20.0,2022-07-19,3.0,Manual_PuddledRandom,2022-06-21,2022-07-20,3.0,5.0,Boring,Electric,400.0,4.0,15.0,15.0,SoilApplied,2.0,15.0,15.0,Broadcasting,20.0,38.0,20.0,35.0,Broadcasting,hand,2022-11-12,225.0,2022-12-08,hand,27.0,10.0,plowed_in_soil,0.3125,True,False,True,True,True,False,False,True,True,False,False,True,placeholder,False,placeholder,False,False,False,False,False,False,True,False,False,False,True,550
Nalanda,Rajgir,80.0,80.0,2022-07-18,3.0,Manual_PuddledRandom,2022-06-20,2022-07-21,1.0,10.0,Boring,Electric,300.0,80.0,4.0,3.0,placeholder,2.0,20.0,20.0,Broadcasting,12.0,41.0,12.0,43.0,Broadcasting,machine,2022-11-17,12025.0,2022-11-17,machine,30.0,40.0,plowed_in_soil,0.375,True,False,True,True,True,False,False,True,True,True,False,True,placeholder,False,False,placeholder,False,False,False,False,False,True,False,False,False,True,720
Jamui,Khaira,22.0,20.0,2022-07-24,4.0,Manual_PuddledRandom,2022-06-28,2022-07-28,4.0,3.0,Canal,Electric,250.0,6.0,0.2272727272721273,2.0,SoilApplied,4.0,5.0,1.0,Broadcasting,7.0,22.0,10.0,62.0,Broadcasting,hand,2022-11-12,150.0,2022-12-21,machine,25.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,400
Nalanda,Noorsarai,50.0,40.0,2022-07-13,5.0,Manual_PuddledRandom,2022-06-22,2022-07-14,2.0,5.0,Boring,Electric,200.0,2.0,250.0,15.0,BasalUrea,2.0,10.0,20.0,Broadcasting,20.0,24.0,7.0,6.0,Broadcasting,machine,2022-11-13,200.0,2022-11-13,machine,25.0,40.0,plowed_in_soil,0.3125,True,False,True,False,True,True,False,True,True,True,True,True,placeholder,False,False,placeholder,placeholder,False,False,False,False,True,False,False,False,True,600
Gaya,Wazirganj,23.0,12.0,2022-07-05,4.0,Manual_PuddledRandom,2022-06-22,2022-07-22,2.0,4.0,Boring,Electric,98.0,6.0,4.0,621.0,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,25.0,514564555.0,,Broadcasting,hand,2022-10-28,300.0,2022-11-30,machine,22.0,10.0,plowed_in_soil,0.1111111111111111,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,229
Jamui,Jamui,30.0,25.0,2022-06-30,4.0,Manual_PuddledRandom,2022-07-16,2022-08-16,4.0,5.0,Boring,Electric,500.0,1.0,5.0,1.0,Broadcasting,2.0,15.0,15.0,Broadcasting,6.0,6.0,4.0,60.0,Broadcasting,hand,2022-11-11,300.0,2023-01-15,machine,26.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,480
Gaya,Gurua,20.0,15.0,2022-07-18,8.0,Manual_PuddledRandom,2022-06-27,2022-07-30,2.0,1.0,Boring,Electric,100.0,2.0,1.0,1.0,SoilApplied,3.0,5.0,3.0,Broadcasting,5.0,22.0,2.0,45.0,Broadcasting,hand,2022-11-20,120.0,2022-12-28,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,400
Jamui,Jamui,20.0,15.0,2022-07-07,4.0,Manual_PuddledRandom,2022-07-09,2022-08-09,4.0,4.0,Boring,Electric,400.0,1.0,4.0,300.0,Broadcasting,2.0,16.0,16.0,Broadcasting,7.0,7.0,17.0,1034.0,Broadcasting,hand,2022-11-17,300.0,2023-02-22,machine,26.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,400
Nalanda,Rajgir,36.0,20.0,2022-07-10,2.0,Broadcasting,placeholder,2022-07-23,2.0,4.0,Boring,Electric,70.0,3.0,400.05740634574,12.0,Broadcasting,3.0,6.0,6.0,Broadcasting,6.0,29.0,6.0,58.0,Broadcasting,machine,2022-12-03,130.0,2022-12-03,machine,29.0,40.0,plowed_in_soil,0.1875,True,False,True,False,True,True,placeholder,True,placeholder,placeholder,placeholder,placeholder,False,False,False,False,False,False,False,False,True,True,False,False,False,True,450
Gaya,Gurua,20.0,20.0,2022-07-20,6.0,Manual_PuddledRandom,2022-06-20,2022-07-23,2.0,8.0,Boring,Electric,180.0,2.0,1.0,1.0,Broadcasting,2.0,8.0,12.0,Broadcasting,8.0,35.0,6.0,60.0,Broadcasting,hand,2022-12-19,960.0,2023-01-13,hand,30.0,10.0,plowed_in_soil,0.2962962962962963,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,520
Vaishali,Mahua,5.0,5.0,2022-07-10,5.0,Manual_PuddledRandom,2022-07-05,2022-07-18,2.0,1.0,Boring,Electric,150.0,2.0,70.0,5.0,SoilApplied,3.0,2.0,508.0,SoilApplied,2.0,40.0,2.0,60.0,Broadcasting,hand,2022-11-09,200.0,2022-11-13,hand,30.0,10.0,plowed_in_soil,0.0454545454545454,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,100
Jamui,Khaira,30.0,27.0,2022-07-25,3.0,Manual_PuddledRandom,2022-07-05,2022-07-28,3.0,2.0,Canal,placeholder,250.0,5.0,50.0,1.0,SoilApplied,3.0,5.0,3.0,Broadcasting,7.0,22.0,5.0,65.0,Broadcasting,hand,2022-11-06,150.0,2022-12-15,machine,26.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,350
