,District,Block,CultLand,CropCultLand,CropTillageDepth,CropEstMethod,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_hand_rent,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,CropTillageDateYear,CropTillageDateDayOfYearSin,CropTillageDateDayOfYearCos,RcNursEstDateYear,RcNursEstDateDayOfYearSin,RcNursEstDateDayOfYearCos,SeedingSowingTransplantingYear,SeedingSowingTransplantingDayOfYearSin,SeedingSowingTransplantingDayOfYearCos,Harv_dateYear,Harv_dateDayOfYearSin,Harv_dateDayOfYearCos,Threshing_dateYear,Threshing_dateDayOfYearSin,Threshing_dateDayOfYearCos,Yield,LandPreparationMethod,NursDetFactor,TransDetFactor,OrgFertilizers,CropbasalFerts,FirstTopDressFert
744,Nalanda,Rajgir,29.0,29.0,6.0,Manual_PuddledRandom,1.0,6.0,Boring,Electric,300.0,4.0,3.0,,Broadcasting,1.0,6.0,,Broadcasting,,,,,,hand,120.0,hand,25.0,10.0,plowed_in_soil,0.2592592592592592,2022.0,-0.3131070409358267,-0.9441875088341994,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.2135209154397959,-0.9769384927771816,2022.0,-0.8311706263658079,0.5702422926917867,2023.0,0.5667017562911184,0.8140460935082175,800.0,TractorPlough,IrrigWaterAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability RainArrival SeedlingAge,Ganaura,,Urea
745,Jamui,Khaira,10.0,10.0,5.0,Manual_PuddledRandom,3.0,4.0,Boring,Electric,400.0,6.0,,,,1.0,30.0,30.0,Broadcasting,,,,,,hand,300.0,machine,25.0,10.0,plowed_in_soil,0.46875,2022.0,-0.1287481774525806,-0.9970011699250152,2022.0,0.1457991969198751,-0.9893142039703664,2022.0,-0.0945367498171993,-0.9970011699250152,2022.0,-0.7116566222817751,0.5524353131676203,2022.0,-0.7116566222817751,0.7025274741691566,325.0,TractorPlough,IrrigWaterAvailability SeedAvailability,IrrigWaterAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,NPKS Other SSP Urea
746,Jamui,Jamui,2.0,2.0,4.0,Manual_PuddledRandom,1.0,7.0,Boring,Electric,200.0,1.0,4.0,,SoilApplied,3.0,2.0,,Broadcasting,2.0,22.0,2.0,60.0,Broadcasting,hand,500.0,machine,21.0,10.0,plowed_in_soil,0.46875,2022.0,-0.455906693508459,-0.8900275764346766,2022.0,0.0086069968886886,-0.9999629591162656,2022.0,-0.3294084822245302,-0.9441875088341994,2022.0,-0.8115390590073611,0.7611042586607742,2023.0,-0.2386727660059499,0.9088176373395028,300.0,TractorPlough,,,Ganaura,,Urea
747,Nalanda,Rajgir,10.0,10.0,6.0,Manual_PuddledRandom,3.0,5.0,Boring,Electric,400.0,2.0,3.0,,SoilApplied,2.0,10.0,10.0,Broadcasting,10.0,35.0,,,Broadcasting,hand,100.0,hand,25.0,10.0,plowed_in_soil,0.2272727272727273,2022.0,-0.0945367498171993,-0.9970011699250152,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.3294084822245302,-0.980469160361632,2022.0,-0.8498170915275277,0.5270777086423724,2022.0,-0.0516196672232541,0.998666816288476,595.0,TractorPlough WetTillagePuddling,,SeedlingAge,Ganaura,Urea,Urea
748,Jamui,Khaira,20.0,20.0,3.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,200.0,3.0,4.0,2.0,SoilApplied,3.0,,,Broadcasting,4.0,45.0,4.0,65.0,Broadcasting,hand,800.0,hand,30.0,10.0,plowed_in_soil,0.4545454545454545,2022.0,-0.0773864792334632,-0.9970011699250152,2022.0,-0.0773864792334632,-0.9970011699250152,2022.0,-0.0945367498171993,-0.99167731989929,2022.0,-0.8013610881746769,0.7146733860429608,2022.0,-0.1372787721132651,0.9880226656636976,320.0,TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
749,Jamui,Khaira,15.0,15.0,6.0,Manual_PuddledRandom,2.0,6.0,Boring,Electric,100.0,3.0,,,,1.0,10.0,,Broadcasting,,,,,,hand,400.0,hand,25.0,10.0,plowed_in_soil,0.22727272727273,2022.0,-0.2802306751992161,-0.9599326896597444,2022.0,0.025818440227133,-0.9996666485105112,2022.0,-0.455906693508459,-0.8900275764346766,2022.0,-0.7694148268839381,0.5270777086423724,2022.0,-0.1372787721132651,0.9905324521322229,640.0,TractorPlough,IrrigWaterAvailability SeedAvailability,RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,,NPKS Other SSP Urea
750,Nalanda,Rajgir,15.0,15.0,4.0,Manual_PuddledRandom,2.0,3.0,Boring,Diesel,400.0,3.0,,,Broadcasting,2.0,3.0,3.0,Broadcasting,3.0,23.0,,,Broadcasting,hand,300.0,hand,26.0,10.0,plowed_in_soil,0.3125,2022.0,-0.3617137307297674,-0.9322892131745134,2022.0,-0.0602132773657927,-0.9981855344718586,2022.0,-0.3617137307297674,-0.9322892131745134,2022.0,-0.8498170915275277,0.749826401204568,2022.0,-0.4327755925504317,0.8520775211013093,300.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability,IrrigWaterAvailability LaborAvailability SeedlingAge,,Urea,Urea
751,Jamui,Jamui,25.0,25.0,5.0,Manual_PuddledRandom,2.0,4.0,Boring,Electric,200.0,2.0,,,,3.0,6.0,,Broadcasting,6.0,30.0,,,Broadcasting,hand,400.0,machine,30.0,10.0,plowed_in_soil,0.15625,2022.0,-0.3294084822245302,-0.9441875088341994,2022.0,0.3131070409358269,-0.973118337233262,2022.0,-0.4711595076738639,-0.8820480249558535,2022.0,-0.6994583270516471,0.5702422926917867,2023.0,-0.7694148268839381,0.4366512319560638,480.0,TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,,Urea
752,Vaishali,Mahua,15.0,15.0,3.0,Manual_PuddledRandom,1.0,2.0,Boring,Electric,150.0,4.0,,,,2.0,3.0,3.0,Broadcasting,3.0,30.0,,,Broadcasting,hand,300.0,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,-0.3131070409358267,-0.9192859697186104,2022.0,-0.8406184056344783,0.7935716089521472,2022.0,-0.7694148268839381,0.7383263540031063,800.0,TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
753,Nalanda,Rajgir,10.0,10.0,4.0,Manual_PuddledRandom,2.0,5.0,Boring,Electric,240.0,2.0,3.0,,Broadcasting,2.0,10.0,10.0,Broadcasting,10.0,25.0,,,Broadcasting,hand,600.0,machine,28.0,10.0,plowed_in_soil,0.625,2022.0,-0.3294084822245302,-0.9192859697186104,2022.0,0.3935902766564667,-0.9192859697186104,2022.0,-0.4405187843504952,-0.8977433935342336,2022.0,-0.8214765533024145,0.5702422926917867,2022.0,-0.2386727660059499,0.8429415373547832,350.0,FourWheelTracRotavator TractorPlough,,,Ganaura,Urea,Urea
754,Jamui,Jamui,5.0,5.0,5.0,Manual_PuddledRandom,3.0,2.0,Boring,Diesel,300.0,2.0,1.0,,SoilApplied,3.0,4.0,4.0,Broadcasting,4.0,27.0,4.0,65.0,Broadcasting,hand,300.0,machine,26.0,10.0,plowed_in_soil,0.2272727272727273,2022.0,0.060213277365793,-0.9981855344718586,2022.0,0.1966728897935764,-0.980469160361632,2022.0,-0.3456123126707333,-0.9383773917408642,2022.0,-0.4937755501599774,0.8695893893466109,2023.0,-0.6354323008901775,0.6387494220515268,800.0,TractorPlough,,,Ganaura,Urea,Urea
755,Nalanda,Rajgir,32.0,32.0,5.0,Manual_PuddledRandom,2.0,3.0,Boring,Diesel,500.0,3.0,,,Broadcasting,2.0,12.0,12.0,Broadcasting,12.0,45.0,,,Broadcasting,hand,400.0,hand,22.0,10.0,plowed_in_soil,0.625,2022.0,-0.0602132773657927,-0.9981855344718586,2022.0,0.0086069968886886,-0.9999629591162656,2022.0,-0.4405187843504952,-0.8977433935342336,2022.0,-0.8115390590073611,0.2428497220959358,2022.0,-0.7694148268839381,0.6387494220515268,4.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
756,Nalanda,Rajgir,40.0,40.0,5.0,Manual_PuddledRandom,1.0,3.0,Boring,Electric,160.0,2.0,4.0,,SoilApplied,2.0,6.0,,SoilApplied,6.0,35.0,,,Broadcasting,hand,120.0,machine,26.0,10.0,plowed_in_soil,0.22727272727273,2022.0,-0.1457991969198744,-0.9837092937736098,2022.0,0.3617137307297676,-0.9322892131745132,2022.0,-0.5160623910158526,-0.7775971469736268,2022.0,-0.5808002734538014,0.8140460935082175,2022.0,-0.7116566222817751,0.7025274741691566,6.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability,RainArrival,Ganaura,,Urea
757,Gaya,Gurua,35.0,30.0,4.0,Manual_PuddledRandom,2.0,8.0,Boring,Electric,300.0,2.0,,,,2.0,5.0,5.0,Broadcasting,5.0,30.0,,,Broadcasting,hand,120.0,machine,25.0,10.0,plowed_in_soil,0.75,2022.0,-0.3131070409358267,-0.9383773917408642,2022.0,0.025818440227133,-0.9996666485105112,2022.0,-0.3131070409358267,-0.9383773917408642,2022.0,-0.4635502709028512,0.726607524768565,2022.0,-0.6744436188329457,0.726607524768565,480.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability,IrrigWaterAvailability SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
758,Jamui,Khaira,15.0,15.0,4.0,Manual_PuddledRandom,1.0,3.0,Boring,Electric,400.0,2.0,1.0,2.0,Broadcasting,3.0,8.0,,Broadcasting,8.0,30.0,8.0,75.0,Broadcasting,hand,200.0,machine,25.0,10.0,plowed_in_soil,0.09090909090909,2022.0,0.0430222330045305,-0.99907411510223,2022.0,0.025818440227133,-0.9996666485105112,2022.0,-0.3935902766564664,-0.9123747579707274,2022.0,-0.6744436188329457,0.5702422926917867,2023.0,-0.6870527672236675,0.8695893893466109,300.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability RainArrival SeedlingAge,Ganaura,,Urea
759,Vaishali,Chehrakala,10.0,10.0,4.0,Manual_PuddledRandom,3.0,5.0,Boring,Diesel,200.0,2.0,,,Broadcasting,2.0,10.0,5.0,Broadcasting,10.0,10.0,,,Broadcasting,hand,300.0,hand,25.0,10.0,plowed_in_soil,0.3703703703703703,2022.0,-0.3456123126707333,-0.9383773917408642,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.455906693508459,-0.8900275764346766,2022.0,-0.4937755501599774,0.8695893893466109,2022.0,-0.154308820664281,0.9088176373395028,810.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,Urea,Urea
760,Gaya,Gurua,40.0,42.0,6.0,Manual_PuddledRandom,2.0,5.0,Boring,Electric,200.0,1.0,9.0,,Broadcasting,2.0,15.0,,Broadcasting,,,,,Broadcasting,hand,300.0,machine,25.0,10.0,plowed_in_soil,0.3125,2022.0,-0.2135209154397959,-0.9769384927771816,2022.0,0.1966728897935764,-0.980469160361632,2022.0,-0.4711595076738639,-0.8820480249558535,2022.0,-0.7694148268839381,0.5270777086423724,2022.0,-0.7909456567567774,0.6648553979642867,400.0,FourWheelTracRotavator TractorPlough,,LaborAvailability,Ganaura,,
761,Nalanda,Rajgir,35.0,35.0,5.0,Manual_PuddledRandom,1.0,3.0,Boring,Electric,400.0,3.0,,,SoilApplied,2.0,23.0,,Broadcasting,23.0,36.0,22.0,,Broadcasting,hand,900.0,hand,30.0,10.0,plowed_in_soil,0.22727272727273,2022.0,-0.4405187843504952,-0.8090169943749472,2022.0,0.3294084822245304,-0.980469160361632,2022.0,-0.3294084822245302,-0.9441875088341994,2022.0,-0.7694148268839381,0.7383263540031063,2022.0,-0.1372787721132651,0.998666816288476,490.0,TractorPlough,IrrigWaterAvailability,RainArrival SeedlingAge,,,Urea
762,Gaya,Gurua,20.0,20.0,4.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,400.0,3.0,5.0,,SoilApplied,2.0,,12.0,Broadcasting,12.0,45.0,,,Broadcasting,hand,300.0,hand,30.0,10.0,plowed_in_soil,0.18181818181818,2022.0,0.060213277365793,-0.9981855344718586,2022.0,0.0945367498171991,-0.9955213724144752,2022.0,-0.7856498550787144,-0.7883050558305253,2022.0,-0.5808002734538014,0.8695893893466109,2022.0,-0.4327755925504317,0.9668478136052772,1000.0,TractorPlough WetTillagePuddling,IrrigWaterAvailability,RainArrival,Ganaura,,Urea
763,Jamui,Jamui,15.0,15.0,4.0,Manual_PuddledRandom,2.0,12.0,Boring,Electric,200.0,3.0,2.0,,SoilApplied,3.0,3.0,,Broadcasting,2.0,22.0,2.0,63.0,Broadcasting,hand,300.0,machine,30.0,10.0,plowed_in_soil,0.2272727272727273,2022.0,0.3131070409358269,-0.9497178427914316,2022.0,0.2303056702306122,-0.973118337233262,2022.0,-0.1797665857255621,-0.9837092937736098,2022.0,-0.8311706263658079,0.5270777086423724,2023.0,-0.1882267098432439,0.9668478136052772,300.0,TractorPlough,IrrigWaterAvailability,SeedlingAge,Ganaura,,Urea
764,Jamui,Jamui,50.0,50.0,5.0,Manual_PuddledRandom,4.0,3.0,Boring,Electric,240.0,3.0,,,,2.0,10.0,10.0,Broadcasting,15.0,45.0,,,Broadcasting,hand,800.0,machine,25.0,10.0,plowed_in_soil,0.6818181818181818,2022.0,-0.2802306751992161,-0.9599326896597444,2022.0,0.48627270710869,-0.8738071036110808,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,-0.5667017562911184,0.726607524768565,2022.0,-0.7469720876965551,0.6518989958787125,480.0,TractorPlough WetTillagePuddling,IrrigWaterAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
765,Gaya,Gurua,30.0,30.0,4.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,1000.0,2.0,2.0,,SoilApplied,2.0,15.0,,Broadcasting,15.0,23.0,,,Broadcasting,hand,1500.0,hand,27.0,10.0,plowed_in_soil,0.1818181818181818,2022.0,-0.1287481774525806,-0.993746580436178,2022.0,0.2802306751992158,-0.9549667548552552,2022.0,-0.655156357209085,-0.8977433935342336,2022.0,-0.7694148268839381,0.7695893893466109,2022.0,-0.5380051715382992,0.749826401204568,1900.0,TractorPlough,IrrigWaterAvailability,IrrigWaterAvailability RainArrival SeedlingAge,Ganaura,,Urea
766,Nalanda,Rajgir,30.0,30.0,4.0,Manual_PuddledRandom,3.0,4.0,Boring,Electric,500.0,2.0,,,Broadcasting,2.0,9.0,,Broadcasting,6.0,45.0,,,Broadcasting,hand,400.0,machine,30.0,10.0,plowed_in_soil,0.1875,2022.0,0.060213277365793,-0.9981855344718586,2022.0,0.4093559588156213,-0.9123747579707274,2022.0,-0.1116590071216944,-0.99167731989929,2022.0,-0.8214765533024145,0.3253420847119795,2022.0,-0.3856634062436074,0.9668478136052772,750.0,TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,,Urea
767,Gaya,Gurua,10.0,10.0,4.0,Manual_PuddledRandom,3.0,5.0,Boring,Electric,250.0,5.0,3.0,,Broadcasting,2.0,12.0,,Broadcasting,12.0,28.0,,,Broadcasting,hand,100.0,machine,25.0,10.0,plowed_in_soil,0.13636363636364,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.4405187843504952,-0.828770087174504,2022.0,-0.8115390590073611,0.6118864012687242,2022.0,-0.2386727660059499,0.9226395488404876,400.0,TractorPlough,IrrigWaterAvailability LabourAvailability SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
768,Jamui,Jamui,26.0,22.0,4.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,120.0,2.0,3.0,,SoilApplied,2.0,8.0,8.0,Broadcasting,8.0,25.0,,,Broadcasting,hand,100.0,machine,28.0,10.0,plowed_in_soil,0.78125,2022.0,-0.1116590071216944,-0.9970011699250152,2022.0,0.0086069968886886,-0.9999629591162656,2022.0,-0.5595892624101763,-0.8653072543632061,2022.0,-0.970063921851507,0.8695893893466109,2023.0,-0.0516196672232541,0.9994074007397048,800.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,Urea,Urea
769,Jamui,Jamui,10.0,10.0,4.0,Manual_PuddledRandom,2.0,4.0,Boring,Diesel,600.0,2.0,,,SoilApplied,3.0,5.0,5.0,Broadcasting,5.0,65.0,5.0,65.0,Broadcasting,hand,600.0,machine,25.0,10.0,plowed_in_soil,0.21875,2022.0,-0.1457991969198744,-0.9837092937736098,2022.0,0.263665492728007,-0.9646141756912436,2022.0,-0.4093559588156211,-0.9192859697186104,2022.0,-0.7116566222817751,0.7025274741691566,2023.0,-0.154308820664281,0.9668478136052772,500.0,TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,Urea,Urea
770,Nalanda,Rajgir,20.0,20.0,3.0,Manual_PuddledRandom,1.0,6.0,Boring,Electric,600.0,1.0,1.0,,Broadcasting,2.0,20.0,,Broadcasting,20.0,40.0,,,Broadcasting,hand,600.0,machine,30.0,10.0,plowed_in_soil,0.1481481481481,2022.0,-0.3456123126707333,-0.9383773917408642,2022.0,0.077386479233463,-0.993746580436178,2022.0,-0.2802306751992161,-0.9599326896597444,2022.0,-0.7116566222817751,0.7025274741691566,2023.0,0.8214765533024142,0.5702422926917867,300.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
771,Jamui,Khaira,14.0,14.0,6.0,Manual_PuddledRandom,1.0,3.0,Boring,Electric,125.0,3.0,,,SoilApplied,2.0,16.0,16.0,Broadcasting,32.0,30.0,,,Broadcasting,hand,100.0,hand,26.0,10.0,plowed_in_soil,0.3125,2022.0,0.3777079652039649,-0.973118337233262,2022.0,0.1116590071216951,-0.993746580436178,2022.0,-0.3456123126707333,-0.973118337233262,2022.0,-0.6994583270516471,0.6387494220515268,2023.0,-0.0172133561558352,0.9880226656636976,800.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability PreMonsoonShowers,IrrigWaterAvailability RainArrival SeedlingAge,,Urea,Urea
772,Jamui,Jamui,5.0,5.0,4.0,Manual_PuddledRandom,4.0,6.0,Boring,Electric,600.0,2.0,,,,2.0,6.0,6.0,Broadcasting,6.0,40.0,,,Broadcasting,hand,,machine,26.0,10.0,plowed_in_soil,0.1363636363636364,2022.0,-0.3935902766564664,-0.9123747579707274,2022.0,-0.0258184402271323,-0.9996666485105112,2022.0,-0.3935902766564664,-0.9192859697186104,2022.0,-0.8919813464595487,0.2428497220959358,2022.0,-0.7583058084785625,0.749826401204568,1200.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability LabourAvailability,IrrigWaterAvailability SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
773,Jamui,Khaira,20.0,20.0,5.0,Manual_PuddledRandom,2.0,5.0,Boring,Electric,300.0,2.0,,,SoilApplied,2.0,5.0,5.0,Broadcasting,5.0,30.0,,,Broadcasting,hand,900.0,machine,25.0,10.0,plowed_in_soil,0.45454545454545,2022.0,-0.1116590071216944,-0.993746580436178,2022.0,0.1797665857255624,-0.9893142039703664,2022.0,-0.4093559588156211,-0.980469160361632,2022.0,-0.7694148268839381,0.7829801036770625,2022.0,-0.2051044998686192,0.9821256058680006,790.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,,,,Urea,Urea
774,Nalanda,Rajgir,25.0,30.0,4.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,150.0,2.0,,,,3.0,9.0,9.0,Broadcasting,9.0,35.0,,,Broadcasting,hand,120.0,machine,26.0,10.0,plowed_in_soil,0.3703703703703703,2022.0,0.1287481774525813,-0.99167731989929,2022.0,0.3456123126707335,-0.938377391740864,2022.0,-0.0430222330045303,-0.99907411510223,2022.0,-0.8214765533024145,0.5702422926917867,2023.0,-0.3856634062436074,0.9880226656636976,100.0,TractorPlough,IrrigWaterAvailability,IrrigWaterAvailability,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
775,Nalanda,Rajgir,40.0,40.0,5.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,300.0,2.0,4.0,,Broadcasting,2.0,,16.0,Broadcasting,8.0,30.0,,45.0,Broadcasting,hand,400.0,machine,25.0,10.0,plowed_in_soil,0.3703703703703,2022.0,-0.0258184402271323,-0.99907411510223,2022.0,0.2303056702306122,-0.973118337233262,2022.0,-0.4405187843504952,-0.8977433935342336,2022.0,-0.5380051715382992,0.9226395488404876,2022.0,-0.3536761221763721,0.9821256058680006,4.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
776,Nalanda,Noorsarai,8.0,8.0,6.0,Manual_PuddledRandom,2.0,3.0,Boring,Diesel,150.0,2.0,,,,2.0,15.0,15.0,Broadcasting,15.0,24.0,,,Broadcasting,hand,120.0,machine,25.0,10.0,plowed_in_soil,0.46875,2022.0,-0.1116590071216944,-0.99167731989929,2022.0,0.1797665857255624,-0.9893142039703664,2022.0,-0.2303056702306119,-0.9192859697186104,2022.0,-0.6994583270516471,0.7146733860429608,2022.0,-0.6084768701151264,0.7469720876965551,160.0,TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
777,Vaishali,Chehrakala,15.0,15.0,3.0,Manual_PuddledRandom,4.0,6.0,Boring,Electric,500.0,2.0,,,SoilApplied,1.0,7.0,,Broadcasting,,,,,,hand,480.0,hand,28.0,10.0,plowed_in_soil,0.46875,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,-0.2303056702306119,-0.973118337233262,2022.0,-0.3294084822245302,-0.9123747579707274,2022.0,-0.7694148268839381,0.6387494220515268,2022.0,-0.7694148268839381,0.6387494220515268,8.0,TractorPlough,IrrigWaterAvailability LabourAvailability SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,,NPKS Other SSP Urea
778,Nalanda,Rajgir,25.0,25.0,3.0,Manual_PuddledRandom,2.0,5.0,Boring,Electric,200.0,1.0,3.0,,SoilApplied,2.0,10.0,,Broadcasting,10.0,28.0,,65.0,Broadcasting,hand,2000.0,machine,27.0,10.0,plowed_in_soil,0.15625,2022.0,0.1116590071216951,-0.9955213724144752,2022.0,0.1797665857255624,-0.9837092937736096,2022.0,-0.3777079652039646,-0.92592477719385,2022.0,-0.8311706263658079,0.5702422926917867,2022.0,-0.2553532951161881,0.935367949313148,500.0,TractorPlough,IrrigWaterAvailability LabourAvailability SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
779,Gaya,Gurua,25.0,25.0,5.0,Manual_PuddledRandom,2.0,5.0,Boring,Diesel,450.0,2.0,,,Broadcasting,2.0,,,Broadcasting,30.0,30.0,,,Broadcasting,hand,600.0,hand,30.0,10.0,plowed_in_soil,0.22727272727273,2022.0,-0.0602132773657927,-0.9981855344718586,2022.0,0.1966728897935764,-0.993746580436178,2022.0,-0.2802306751992161,-0.9599326896597444,2022.0,-0.7909456567567774,0.8695893893466109,2022.0,-0.2553532951161881,0.9088176373395028,800.0,TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,,Urea
780,Nalanda,Noorsarai,20.0,10.0,4.0,Manual_PuddledRandom,3.0,3.0,Boring,Electric,400.0,2.0,1.0,5.0,SoilApplied,3.0,,,Broadcasting,10.0,25.0,10.0,60.0,Broadcasting,hand,800.0,hand,30.0,10.0,plowed_in_soil,0.3125,2022.0,0.2802306751992158,-0.9599326896597444,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.1457991969198744,-0.9893142039703664,2022.0,-0.4937755501599774,0.8140460935082175,2022.0,-0.4937755501599774,0.8429415373547832,2300.0,FourWheelTracRotavator TractorPlough,,,Ganaura,,Urea
781,Gaya,Gurua,30.0,30.0,4.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,400.0,2.0,,,SoilApplied,2.0,12.0,,Broadcasting,12.0,42.0,,,Broadcasting,hand,560.0,machine,30.0,10.0,plowed_in_soil,0.3125,2022.0,-0.1116590071216944,-0.993746580436178,2022.0,0.48627270710869,-0.8738071036110808,2022.0,-0.2802306751992161,-0.9549667548552552,2022.0,-0.9455963874271428,0.3253420847119795,2022.0,-0.8996308696522434,0.4054257283599973,480.0,TractorPlough,IrrigWaterAvailability PreMonsoonShowers,IrrigWaterAvailability RainArrival SeedlingAge,,,Urea
782,Jamui,Jamui,10.0,10.0,5.0,Manual_PuddledRandom,2.0,4.0,Boring,Electric,400.0,2.0,,,SoilApplied,2.0,8.0,8.0,Broadcasting,8.0,28.0,,,Broadcasting,hand,400.0,machine,26.0,10.0,plowed_in_soil,0.15625,2022.0,-0.3294084822245302,-0.9441875088341994,2022.0,-0.0430222330045303,-0.9996666485105112,2022.0,-0.4862727071086902,-0.9123747579707274,2022.0,-0.780295851070776,0.5842981736283683,2023.0,0.7583058084785625,0.5270777086423724,600.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,Urea,Urea
